Full Date,Date ID,Day,Month,Year,Quarter,Weekday,Is_Weekend
2017-05-20,969,20,5,2017,2,Saturday,1
2015-10-25,970,25,10,2015,4,Sunday,1
2014-07-07,971,7,7,2014,3,Monday,0
2017-08-19,972,19,8,2017,3,Saturday,1
2015-11-17,973,17,11,2015,4,Tuesday,0
2016-05-03,974,3,5,2016,2,Tuesday,0
2015-06-19,975,19,6,2015,2,Friday,0
2016-07-04,976,4,7,2016,3,Monday,0
2015-08-07,977,7,8,2015,3,Friday,0
2014-03-24,978,24,3,2014,1,Monday,0
2017-06-18,979,18,6,2017,2,Sunday,1
2017-05-23,980,23,5,2017,2,Tuesday,0
2014-02-20,981,20,2,2014,1,Thursday,0
2014-11-02,982,2,11,2014,4,Sunday,1
2014-10-10,983,10,10,2014,4,Friday,0
2017-03-30,984,30,3,2017,1,Thursday,0
2015-07-12,985,12,7,2015,3,Sunday,1
2014-07-13,986,13,7,2014,3,Sunday,1
2017-09-26,987,26,9,2017,3,Tuesday,0
2014-04-19,988,19,4,2014,2,Saturday,1
2015-06-09,989,9,6,2015,2,Tuesday,0
2015-05-26,990,26,5,2015,2,Tuesday,0
2016-01-24,991,24,1,2016,1,Sunday,1
2015-08-02,992,2,8,2015,3,Sunday,1
2014-05-30,993,30,5,2014,2,Friday,0
2016-04-26,994,26,4,2016,2,Tuesday,0
2016-01-10,995,10,1,2016,1,Sunday,1
2016-07-31,996,31,7,2016,3,Sunday,1
2017-03-27,997,27,3,2017,1,Monday,0
2015-12-17,998,17,12,2015,4,Thursday,0
2015-10-10,999,10,10,2015,4,Saturday,1
2015-04-24,1000,24,4,2015,2,Friday,0
2015-03-09,1001,9,3,2015,1,Monday,0
2014-07-08,1002,8,7,2014,3,Tuesday,0
2017-07-13,1003,13,7,2017,3,Thursday,0
2015-04-07,1004,7,4,2015,2,Tuesday,0
2015-01-13,1005,13,1,2015,1,Tuesday,0
2014-10-14,1006,14,10,2014,4,Tuesday,0
2016-01-02,1007,2,1,2016,1,Saturday,1
2015-03-15,1008,15,3,2015,1,Sunday,1
2017-01-06,1009,6,1,2017,1,Friday,0
2014-03-07,1010,7,3,2014,1,Friday,0
2014-09-03,1011,3,9,2014,3,Wednesday,0
2016-01-31,1012,31,1,2016,1,Sunday,1
2016-05-24,1013,24,5,2016,2,Tuesday,0
2014-04-30,1014,30,4,2014,2,Wednesday,0
2015-09-08,1015,8,9,2015,3,Tuesday,0
2016-04-03,1016,3,4,2016,2,Sunday,1
2017-04-25,1017,25,4,2017,2,Tuesday,0
2014-04-20,1018,20,4,2014,2,Sunday,1
2017-08-04,1019,4,8,2017,3,Friday,0
2016-11-17,1020,17,11,2016,4,Thursday,0
2015-06-21,1021,21,6,2015,2,Sunday,1
2014-07-30,1022,30,7,2014,3,Wednesday,0
2016-05-27,1023,27,5,2016,2,Friday,0
2015-09-13,1024,13,9,2015,3,Sunday,1
2017-05-05,1025,5,5,2017,2,Friday,0
2014-05-10,1026,10,5,2014,2,Saturday,1
2015-01-12,1027,12,1,2015,1,Monday,0
2014-06-14,1028,14,6,2014,2,Saturday,1
2016-06-21,1029,21,6,2016,2,Tuesday,0
2017-08-22,1030,22,8,2017,3,Tuesday,0
2016-08-02,1031,2,8,2016,3,Tuesday,0
2015-05-21,1032,21,5,2015,2,Thursday,0
2017-01-03,1033,3,1,2017,1,Tuesday,0
2017-09-30,1034,30,9,2017,3,Saturday,1
2017-01-16,1035,16,1,2017,1,Monday,0
2014-12-07,1036,7,12,2014,4,Sunday,1
2016-08-21,1037,21,8,2016,3,Sunday,1
2014-01-06,1038,6,1,2014,1,Monday,0
2015-01-04,1039,4,1,2015,1,Sunday,1
2014-01-18,1040,18,1,2014,1,Saturday,1
2015-10-24,1041,24,10,2015,4,Saturday,1
2016-08-14,1042,14,8,2016,3,Sunday,1
2017-02-18,1043,18,2,2017,1,Saturday,1
2017-08-24,1044,24,8,2017,3,Thursday,0
2016-03-31,1045,31,3,2016,1,Thursday,0
2017-04-28,1046,28,4,2017,2,Friday,0
2014-01-19,1047,19,1,2014,1,Sunday,1
2014-02-14,1048,14,2,2014,1,Friday,0
2017-10-08,1049,8,10,2017,4,Sunday,1
2015-10-08,1050,8,10,2015,4,Thursday,0
2014-02-24,1051,24,2,2014,1,Monday,0
2015-05-30,1052,30,5,2015,2,Saturday,1
2015-03-31,1053,31,3,2015,1,Tuesday,0
2017-05-22,1054,22,5,2017,2,Monday,0
2016-12-19,1055,19,12,2016,4,Monday,0
2017-10-04,1056,4,10,2017,4,Wednesday,0
2016-02-02,1057,2,2,2016,1,Tuesday,0
2016-10-24,1058,24,10,2016,4,Monday,0
2014-02-11,1059,11,2,2014,1,Tuesday,0
2014-12-21,1060,21,12,2014,4,Sunday,1
2015-05-15,1061,15,5,2015,2,Friday,0
2014-05-28,1062,28,5,2014,2,Wednesday,0
2016-07-28,1063,28,7,2016,3,Thursday,0
2014-04-02,1064,2,4,2014,2,Wednesday,0
2014-07-28,1065,28,7,2014,3,Monday,0
2017-03-29,1066,29,3,2017,1,Wednesday,0
2016-02-03,1067,3,2,2016,1,Wednesday,0
2015-08-11,1068,11,8,2015,3,Tuesday,0
2014-11-08,1069,8,11,2014,4,Saturday,1
2015-02-25,1070,25,2,2015,1,Wednesday,0
2016-08-31,1071,31,8,2016,3,Wednesday,0
2014-08-20,1072,20,8,2014,3,Wednesday,0
2016-02-06,1073,6,2,2016,1,Saturday,1
2014-05-02,1074,2,5,2014,2,Friday,0
2015-07-18,1075,18,7,2015,3,Saturday,1
2015-03-27,1076,27,3,2015,1,Friday,0
2014-09-10,1077,10,9,2014,3,Wednesday,0
2015-08-05,1078,5,8,2015,3,Wednesday,0
2015-04-29,1079,29,4,2015,2,Wednesday,0
2014-10-16,1080,16,10,2014,4,Thursday,0
2016-07-19,1081,19,7,2016,3,Tuesday,0
2015-12-30,1082,30,12,2015,4,Wednesday,0
2014-10-05,1083,5,10,2014,4,Sunday,1
2015-04-19,1084,19,4,2015,2,Sunday,1
2016-02-04,1085,4,2,2016,1,Thursday,0
2016-06-15,1086,15,6,2016,2,Wednesday,0
2014-03-02,1087,2,3,2014,1,Sunday,1
2014-02-18,1088,18,2,2014,1,Tuesday,0
2017-09-20,1089,20,9,2017,3,Wednesday,0
2014-10-25,1090,25,10,2014,4,Saturday,1
2015-10-18,1091,18,10,2015,4,Sunday,1
2014-12-22,1092,22,12,2014,4,Monday,0
2016-08-03,1093,3,8,2016,3,Wednesday,0
2014-03-19,1094,19,3,2014,1,Wednesday,0
2014-08-02,1095,2,8,2014,3,Saturday,1
2017-04-04,1096,4,4,2017,2,Tuesday,0
2017-12-13,1097,13,12,2017,4,Wednesday,0
2015-07-27,1098,27,7,2015,3,Monday,0
2016-02-23,1099,23,2,2016,1,Tuesday,0
2016-10-06,1100,6,10,2016,4,Thursday,0
2015-04-22,1101,22,4,2015,2,Wednesday,0
2014-09-16,1102,16,9,2014,3,Tuesday,0
2014-09-11,1103,11,9,2014,3,Thursday,0
2014-06-17,1104,17,6,2014,2,Tuesday,0
2015-10-29,1105,29,10,2015,4,Thursday,0
2015-03-07,1106,7,3,2015,1,Saturday,1
2014-01-30,1107,30,1,2014,1,Thursday,0
2015-02-07,1108,7,2,2015,1,Saturday,1
2017-10-31,1109,31,10,2017,4,Tuesday,0
2017-05-30,1110,30,5,2017,2,Tuesday,0
2015-03-30,1111,30,3,2015,1,Monday,0
2015-08-29,1112,29,8,2015,3,Saturday,1
2014-01-14,1113,14,1,2014,1,Tuesday,0
2015-03-21,1114,21,3,2015,1,Saturday,1
2014-09-15,1115,15,9,2014,3,Monday,0
2015-07-24,1116,24,7,2015,3,Friday,0
2014-02-23,1117,23,2,2014,1,Sunday,1
2015-06-05,1118,5,6,2015,2,Friday,0
2014-05-07,1119,7,5,2014,2,Wednesday,0
2017-02-05,1120,5,2,2017,1,Sunday,1
2016-05-10,1121,10,5,2016,2,Tuesday,0
2016-08-07,1122,7,8,2016,3,Sunday,1
2015-04-21,1123,21,4,2015,2,Tuesday,0
2017-01-13,1124,13,1,2017,1,Friday,0
2014-09-06,1125,6,9,2014,3,Saturday,1
2015-01-19,1126,19,1,2015,1,Monday,0
2017-05-25,1127,25,5,2017,2,Thursday,0
2014-11-05,1128,5,11,2014,4,Wednesday,0
2015-05-20,1129,20,5,2015,2,Wednesday,0
2014-07-04,1130,4,7,2014,3,Friday,0
2015-02-16,1131,16,2,2015,1,Monday,0
2016-07-24,1132,24,7,2016,3,Sunday,1
2014-08-12,1133,12,8,2014,3,Tuesday,0
2016-06-18,1134,18,6,2016,2,Saturday,1
2016-01-08,1135,8,1,2016,1,Friday,0
2015-12-16,1136,16,12,2015,4,Wednesday,0
2014-10-17,1137,17,10,2014,4,Friday,0
2015-05-24,1138,24,5,2015,2,Sunday,1
2017-07-24,1139,24,7,2017,3,Monday,0
2017-12-06,1140,6,12,2017,4,Wednesday,0
2015-10-16,1141,16,10,2015,4,Friday,0
2015-06-28,1142,28,6,2015,2,Sunday,1
2016-09-16,1143,16,9,2016,3,Friday,0
2017-05-26,1144,26,5,2017,2,Friday,0
2017-02-04,1145,4,2,2017,1,Saturday,1
2015-01-09,1146,9,1,2015,1,Friday,0
2016-08-19,1147,19,8,2016,3,Friday,0
2016-08-01,1148,1,8,2016,3,Monday,0
2014-10-09,1149,9,10,2014,4,Thursday,0
2015-05-13,1150,13,5,2015,2,Wednesday,0
2014-04-22,1151,22,4,2014,2,Tuesday,0
2016-02-12,1152,12,2,2016,1,Friday,0
2017-01-09,1153,9,1,2017,1,Monday,0
2017-08-16,1154,16,8,2017,3,Wednesday,0
2016-01-14,1155,14,1,2016,1,Thursday,0
2016-10-10,1156,10,10,2016,4,Monday,0
2016-01-23,1157,23,1,2016,1,Saturday,1
2015-02-10,1158,10,2,2015,1,Tuesday,0
2014-03-29,1159,29,3,2014,1,Saturday,1
2016-10-16,1160,16,10,2016,4,Sunday,1
2016-09-13,1161,13,9,2016,3,Tuesday,0
2017-11-29,1162,29,11,2017,4,Wednesday,0
2014-02-15,1163,15,2,2014,1,Saturday,1
2017-07-14,1164,14,7,2017,3,Friday,0
2014-11-20,1165,20,11,2014,4,Thursday,0
2014-02-22,1166,22,2,2014,1,Saturday,1
2014-04-15,1167,15,4,2014,2,Tuesday,0
2014-01-07,1168,7,1,2014,1,Tuesday,0
2017-09-13,1169,13,9,2017,3,Wednesday,0
2014-10-08,1170,8,10,2014,4,Wednesday,0
2017-07-02,1171,2,7,2017,3,Sunday,1
2015-01-06,1172,6,1,2015,1,Tuesday,0
2016-04-13,1173,13,4,2016,2,Wednesday,0
2016-02-14,1174,14,2,2016,1,Sunday,1
2014-05-16,1175,16,5,2014,2,Friday,0
2015-01-24,1176,24,1,2015,1,Saturday,1
2014-03-28,1177,28,3,2014,1,Friday,0
2015-07-14,1178,14,7,2015,3,Tuesday,0
2014-05-31,1179,31,5,2014,2,Saturday,1
2014-01-03,1180,3,1,2014,1,Friday,0
2016-07-20,1181,20,7,2016,3,Wednesday,0
2015-09-20,1182,20,9,2015,3,Sunday,1
2015-10-20,1183,20,10,2015,4,Tuesday,0
2017-11-08,1184,8,11,2017,4,Wednesday,0
2015-05-22,1185,22,5,2015,2,Friday,0
2016-03-09,1186,9,3,2016,1,Wednesday,0
2016-06-30,1187,30,6,2016,2,Thursday,0
2015-05-10,1188,10,5,2015,2,Sunday,1
2017-05-09,1189,9,5,2017,2,Tuesday,0
2017-07-26,1190,26,7,2017,3,Wednesday,0
2016-08-11,1191,11,8,2016,3,Thursday,0
2017-04-06,1192,6,4,2017,2,Thursday,0
2017-03-14,1193,14,3,2017,1,Tuesday,0
2016-03-06,1194,6,3,2016,1,Sunday,1
2014-08-30,1195,30,8,2014,3,Saturday,1
2014-03-05,1196,5,3,2014,1,Wednesday,0
2016-03-27,1197,27,3,2016,1,Sunday,1
2016-04-02,1198,2,4,2016,2,Saturday,1
2016-01-28,1199,28,1,2016,1,Thursday,0
2016-11-09,1200,9,11,2016,4,Wednesday,0
2017-10-24,1201,24,10,2017,4,Tuesday,0
2014-10-01,1202,1,10,2014,4,Wednesday,0
2015-02-23,1203,23,2,2015,1,Monday,0
2016-04-06,1204,6,4,2016,2,Wednesday,0
2014-05-08,1205,8,5,2014,2,Thursday,0
2016-02-09,1206,9,2,2016,1,Tuesday,0
2016-05-31,1207,31,5,2016,2,Tuesday,0
2015-01-26,1208,26,1,2015,1,Monday,0
2017-10-10,1209,10,10,2017,4,Tuesday,0
2017-07-12,1210,12,7,2017,3,Wednesday,0
2015-05-18,1211,18,5,2015,2,Monday,0
2016-02-28,1212,28,2,2016,1,Sunday,1
2014-01-23,1213,23,1,2014,1,Thursday,0
2015-06-08,1214,8,6,2015,2,Monday,0
2014-02-08,1215,8,2,2014,1,Saturday,1
2015-11-11,1216,11,11,2015,4,Wednesday,0
2017-02-21,1217,21,2,2017,1,Tuesday,0
2015-09-16,1218,16,9,2015,3,Wednesday,0
2014-06-24,1219,24,6,2014,2,Tuesday,0
2014-10-27,1220,27,10,2014,4,Monday,0
2014-02-27,1221,27,2,2014,1,Thursday,0
2016-08-05,1222,5,8,2016,3,Friday,0
2014-02-17,1223,17,2,2014,1,Monday,0
2015-05-11,1224,11,5,2015,2,Monday,0
2015-04-14,1225,14,4,2015,2,Tuesday,0
2015-01-28,1226,28,1,2015,1,Wednesday,0
2014-06-10,1227,10,6,2014,2,Tuesday,0
2016-10-11,1228,11,10,2016,4,Tuesday,0
2014-06-18,1229,18,6,2014,2,Wednesday,0
2017-02-28,1230,28,2,2017,1,Tuesday,0
2015-05-09,1231,9,5,2015,2,Saturday,1
2014-11-06,1232,6,11,2014,4,Thursday,0
2015-12-29,1233,29,12,2015,4,Tuesday,0
2014-04-03,1234,3,4,2014,2,Thursday,0
2016-06-03,1235,3,6,2016,2,Friday,0
2015-04-12,1236,12,4,2015,2,Sunday,1
2014-01-21,1237,21,1,2014,1,Tuesday,0
2014-05-15,1238,15,5,2014,2,Thursday,0
2015-09-30,1239,30,9,2015,3,Wednesday,0
2016-01-20,1240,20,1,2016,1,Wednesday,0
2015-05-05,1241,5,5,2015,2,Tuesday,0
2015-02-05,1242,5,2,2015,1,Thursday,0
2016-10-19,1243,19,10,2016,4,Wednesday,0
2016-09-07,1244,7,9,2016,3,Wednesday,0
2016-03-16,1245,16,3,2016,1,Wednesday,0
2015-06-02,1246,2,6,2015,2,Tuesday,0
2015-06-03,1247,3,6,2015,2,Wednesday,0
2014-03-06,1248,6,3,2014,1,Thursday,0
2015-10-14,1249,14,10,2015,4,Wednesday,0
2017-06-07,1250,7,6,2017,2,Wednesday,0
2015-02-13,1251,13,2,2015,1,Friday,0
2015-03-04,1252,4,3,2015,1,Wednesday,0
2018-01-02,1253,2,1,2018,1,Tuesday,0
2016-04-27,1254,27,4,2016,2,Wednesday,0
2016-04-29,1255,29,4,2016,2,Friday,0
2014-07-17,1256,17,7,2014,3,Thursday,0
2014-04-17,1257,17,4,2014,2,Thursday,0
2015-12-02,1258,2,12,2015,4,Wednesday,0
2015-11-04,1259,4,11,2015,4,Wednesday,0
2017-12-12,1260,12,12,2017,4,Tuesday,0
2017-06-28,1261,28,6,2017,2,Wednesday,0
2014-12-25,1262,25,12,2014,4,Thursday,0
2016-11-02,1263,2,11,2016,4,Wednesday,0
2017-01-25,1264,25,1,2017,1,Wednesday,0
2016-06-01,1265,1,6,2016,2,Wednesday,0
2014-09-18,1266,18,9,2014,3,Thursday,0
2018-01-04,1267,4,1,2018,1,Thursday,0
2018-01-05,1268,5,1,2018,1,Friday,0
2017-06-23,1269,23,6,2017,2,Friday,0
2017-05-24,1270,24,5,2017,2,Wednesday,0
2016-02-18,1271,18,2,2016,1,Thursday,0
2014-01-08,1272,8,1,2014,1,Wednesday,0
2015-10-06,1273,6,10,2015,4,Tuesday,0
2015-06-30,1274,30,6,2015,2,Tuesday,0
2016-07-27,1275,27,7,2016,3,Wednesday,0
2016-02-24,1276,24,2,2016,1,Wednesday,0
2014-04-10,1277,10,4,2014,2,Thursday,0
2018-01-03,1278,3,1,2018,1,Wednesday,0
2015-04-15,1279,15,4,2015,2,Wednesday,0
2017-09-06,1280,6,9,2017,3,Wednesday,0
2015-07-28,1281,28,7,2015,3,Tuesday,0
2018-01-01,1282,1,1,2018,1,Monday,0
2017-01-10,1283,10,1,2017,1,Tuesday,0
2016-01-13,1284,13,1,2016,1,Wednesday,0
2015-04-08,1285,8,4,2015,2,Wednesday,0
2015-07-29,1286,29,7,2015,3,Wednesday,0
2016-12-07,1287,7,12,2016,4,Wednesday,0
2017-07-04,1288,4,7,2017,3,Tuesday,0
2014-03-08,1289,8,3,2014,1,Saturday,1
2014-07-16,1290,16,7,2014,3,Wednesday,0
2016-12-28,1291,28,12,2016,4,Wednesday,0
2017-09-27,1292,27,9,2017,3,Wednesday,0
2015-10-07,1293,7,10,2015,4,Wednesday,0
2017-02-08,1294,8,2,2017,1,Wednesday,0
2017-10-18,1295,18,10,2017,4,Wednesday,0
2017-01-04,1296,4,1,2017,1,Wednesday,0
2017-10-25,1297,25,10,2017,4,Wednesday,0
2016-07-13,1298,13,7,2016,3,Wednesday,0
2017-01-31,1299,31,1,2017,1,Tuesday,0
2017-08-08,1300,8,8,2017,3,Tuesday,0
2014-04-24,1301,24,4,2014,2,Thursday,0
2014-08-14,1302,14,8,2014,3,Thursday,0
2017-02-14,1303,14,2,2017,1,Tuesday,0
2016-06-22,1304,22,6,2016,2,Wednesday,0
2015-03-18,1305,18,3,2015,1,Wednesday,0
2014-04-09,1306,9,4,2014,2,Wednesday,0
2015-03-25,1307,25,3,2015,1,Wednesday,0
2014-12-18,1308,18,12,2014,4,Thursday,0
2015-08-12,1309,12,8,2015,3,Wednesday,0
2016-05-13,1310,13,5,2016,2,Friday,0
2015-09-29,1311,29,9,2015,3,Tuesday,0
2015-01-15,1312,15,1,2015,1,Thursday,0
2015-07-15,1313,15,7,2015,3,Wednesday,0
2015-02-04,1314,4,2,2015,1,Wednesday,0
2016-05-04,1315,4,5,2016,2,Wednesday,0
2015-09-09,1316,9,9,2015,3,Wednesday,0
2014-01-12,1317,12,1,2014,1,Sunday,1
2015-02-19,1318,19,2,2015,1,Thursday,0
2017-08-30,1319,30,8,2017,3,Wednesday,0
2016-07-11,1320,11,7,2016,3,Monday,0
2016-08-10,1321,10,8,2016,3,Wednesday,0
2014-06-11,1322,11,6,2014,2,Wednesday,0
2014-05-29,1323,29,5,2014,2,Thursday,0
2015-02-11,1324,11,2,2015,1,Wednesday,0
2017-08-02,1325,2,8,2017,3,Wednesday,0
2017-01-17,1326,17,1,2017,1,Tuesday,0
2017-04-18,1327,18,4,2017,2,Tuesday,0
2015-07-01,1328,1,7,2015,3,Wednesday,0
2014-01-17,1329,17,1,2014,1,Friday,0
2015-05-27,1330,27,5,2015,2,Wednesday,0
2014-02-09,1331,9,2,2014,1,Sunday,1
2016-09-21,1332,21,9,2016,3,Wednesday,0
2017-03-01,1333,1,3,2017,1,Wednesday,0
2017-07-19,1334,19,7,2017,3,Wednesday,0
2017-04-05,1335,5,4,2017,2,Wednesday,0
2016-01-12,1336,12,1,2016,1,Tuesday,0
2015-08-03,1337,3,8,2015,3,Monday,0
2015-08-26,1338,26,8,2015,3,Wednesday,0
2016-10-05,1339,5,10,2016,4,Wednesday,0
2015-03-11,1340,11,3,2015,1,Wednesday,0
2017-01-11,1341,11,1,2017,1,Wednesday,0
2015-09-02,1342,2,9,2015,3,Wednesday,0
2014-08-21,1343,21,8,2014,3,Thursday,0
2016-03-23,1344,23,3,2016,1,Wednesday,0
2017-10-11,1345,11,10,2017,4,Wednesday,0
2017-03-22,1346,22,3,2017,1,Wednesday,0
2017-12-31,1347,31,12,2017,4,Sunday,1
2015-01-29,1348,29,1,2015,1,Thursday,0
2017-05-17,1349,17,5,2017,2,Wednesday,0
2015-08-19,1350,19,8,2015,3,Wednesday,0
2015-08-30,1351,30,8,2015,3,Sunday,1
2017-01-18,1352,18,1,2017,1,Wednesday,0
2015-09-23,1353,23,9,2015,3,Wednesday,0
2015-11-18,1354,18,11,2015,4,Wednesday,0
2017-01-05,1355,5,1,2017,1,Thursday,0
2016-01-19,1356,19,1,2016,1,Tuesday,0
2014-02-25,1357,25,2,2014,1,Tuesday,0
2014-05-01,1358,1,5,2014,2,Thursday,0
2016-08-24,1359,24,8,2016,3,Wednesday,0
2015-06-17,1360,17,6,2015,2,Wednesday,0
2014-12-11,1361,11,12,2014,4,Thursday,0
2016-02-26,1362,26,2,2016,1,Friday,0
2014-07-24,1363,24,7,2014,3,Thursday,0
2017-04-19,1364,19,4,2017,2,Wednesday,0
2014-07-03,1365,3,7,2014,3,Thursday,0
2016-01-01,1366,1,1,2016,1,Friday,0
2014-09-04,1367,4,9,2014,3,Thursday,0
2015-08-14,1368,14,8,2015,3,Friday,0
2014-08-18,1369,18,8,2014,3,Monday,0
2015-01-01,1370,1,1,2015,1,Thursday,0
2015-08-20,1371,20,8,2015,3,Thursday,0
2014-08-13,1372,13,8,2014,3,Wednesday,0
2014-04-27,1373,27,4,2014,2,Sunday,1
2016-10-26,1374,26,10,2016,4,Wednesday,0
2016-07-06,1375,6,7,2016,3,Wednesday,0
2016-12-21,1376,21,12,2016,4,Wednesday,0
2014-06-12,1377,12,6,2014,2,Thursday,0
2017-02-22,1378,22,2,2017,1,Wednesday,0
2014-07-29,1379,29,7,2014,3,Tuesday,0
2015-10-27,1380,27,10,2015,4,Tuesday,0
2015-01-08,1381,8,1,2015,1,Thursday,0
2015-02-24,1382,24,2,2015,1,Tuesday,0
2014-06-26,1383,26,6,2014,2,Thursday,0
2015-04-23,1384,23,4,2015,2,Thursday,0
2016-04-20,1385,20,4,2016,2,Wednesday,0
2014-10-30,1386,30,10,2014,4,Thursday,0
2016-01-27,1387,27,1,2016,1,Wednesday,0
2014-03-09,1388,9,3,2014,1,Sunday,1
2016-07-26,1389,26,7,2016,3,Tuesday,0
2017-06-14,1390,14,6,2017,2,Wednesday,0
2014-02-26,1391,26,2,2014,1,Wednesday,0
2016-01-26,1392,26,1,2016,1,Tuesday,0
2014-06-05,1393,5,6,2014,2,Thursday,0
2014-07-10,1394,10,7,2014,3,Thursday,0
2017-02-01,1395,1,2,2017,1,Wednesday,0
2017-03-15,1396,15,3,2017,1,Wednesday,0
2016-10-12,1397,12,10,2016,4,Wednesday,0
2015-06-27,1398,27,6,2015,2,Saturday,1
2017-02-07,1399,7,2,2017,1,Tuesday,0
2015-01-18,1400,18,1,2015,1,Sunday,1
2015-01-22,1401,22,1,2015,1,Thursday,0
2017-05-31,1402,31,5,2017,2,Wednesday,0
2014-02-19,1403,19,2,2014,1,Wednesday,0
2014-01-25,1404,25,1,2014,1,Saturday,1
2016-02-10,1405,10,2,2016,1,Wednesday,0
2015-04-03,1406,3,4,2015,2,Friday,0
2015-07-22,1407,22,7,2015,3,Wednesday,0
2014-08-07,1408,7,8,2014,3,Thursday,0
2014-11-13,1409,13,11,2014,4,Thursday,0
2016-04-11,1410,11,4,2016,2,Monday,0
2016-01-29,1411,29,1,2016,1,Friday,0
2017-05-10,1412,10,5,2017,2,Wednesday,0
2015-05-06,1413,6,5,2015,2,Wednesday,0
2014-10-23,1414,23,10,2014,4,Thursday,0
2015-06-10,1415,10,6,2015,2,Wednesday,0
2017-08-09,1416,9,8,2017,3,Wednesday,0
2017-02-27,1417,27,2,2017,1,Monday,0
2014-03-13,1418,13,3,2014,1,Thursday,0
2017-02-12,1419,12,2,2017,1,Sunday,1
2015-07-21,1420,21,7,2015,3,Tuesday,0
2015-05-19,1421,19,5,2015,2,Tuesday,0
2015-01-07,1422,7,1,2015,1,Wednesday,0
2015-06-24,1423,24,6,2015,2,Wednesday,0
2016-03-02,1424,2,3,2016,1,Wednesday,0
2014-03-20,1425,20,3,2014,1,Thursday,0
2014-01-29,1426,29,1,2014,1,Wednesday,0
2017-02-15,1427,15,2,2017,1,Wednesday,0
2015-03-03,1428,3,3,2015,1,Tuesday,0
2014-08-28,1429,28,8,2014,3,Thursday,0
2014-02-10,1430,10,2,2014,1,Monday,0
2015-02-01,1431,1,2,2015,1,Sunday,1
2014-08-10,1432,10,8,2014,3,Sunday,1
2014-03-12,1433,12,3,2014,1,Wednesday,0
2016-08-25,1434,25,8,2016,3,Thursday,0
